phenocode	name	num_cases	num_controls	gc_lambda	num_gw_significant
H7_CENTRRETARTOCC	Central retinal artery occlusion	179	164973	0.85225	1
H7_CHALAZION	Chalazion	1363	165083	1.0359	0
H7_CHORIORETINFLAM	Chorioretinal inflammation	289	164973	0.95458	1
H7_CHOROIDOTH	Other disorders of choroid	146	164973	0.7973	0
H7_CHOROIDRETINA	Disorders of choroid and retina	11926	164973	1.0311	4
H7_CONJUHAEMOR	conjunctival haemorrhage	603	164762	1.0278	0
H7_CONJUNCTDEGDEPOT	conjunctival degenerations and deposits	261	164762	0.92867	0
H7_CONJUNCTIVA	Disorders of conjunctiva	12137	164762	1.0402	0
H7_CONJUNCTIVITIS	Conjunctivitis	10910	164762	1.0426	0
H7_CONJUNCTIVITISACUNONATOPIC	Conjunctivitis (acute, non atopic)	3196	164762	1.0014	0
H7_CONJUNCTIVITISATOPIC	Atopic conjunctivitis	450	164762	1.0112	0
H7_CONJUNCTIVITISCHRON	Chronic conjunctivitis	304	164762	0.95548	1
H7_CONJUVASC	Other conjunctival vascular disorders and cysts	225	164762	0.90153	0
H7_CONVERGINSUFF	Convergence insufficiency and excess	142	170976	0.78188	0
H7_CONVERSTRAB	Convergent concomitant strabismus	737	170976	1.0504	0
H7_CORNEALDEFORM	Keratoconus	231	169604	0.90283	0
H7_CORNEALNAS	Other and unspecified corneal deformities and disorders	330	169604	0.97366	1
H7_CORNEALOTH	Other disorders of cornea	906	169604	1.0388	2
H7_CORNEALSCAR	Corneal scars and opacities	197	169604	0.86692	0
H7_CORNULCER	Corneal ulcer	1998	169604	1.0169	2
H7_DIPLOPIA	Diplopia	1320	171027	1.0331	0
H7_DIVERGSTRAB	Divergent concomitant strabismus	1059	170976	1.0479	0
H7_ECTROPION	Ectropion of eyelid	335	165083	0.98238	0
H7_ENTROPION	Entropion and trichiasis of eyelid	789	165083	1.0417	3
H7_EPIPHORA	Epiphora	220	165083	0.89893	0
H7_EPISCLERITIS	Episcleritis	505	169604	1.0207	1
H7_EXOPTHALMUS	Exophthalmic conditions	111	165083	0.74291	0
H7_EYE	Diseases of the eye and adnexa	58498	118401	1.0441	5
H7_EYEADNEXOTH	Other specified and unspecified disorders of eye and adnexa	509	175459	1.0269	0
H7_EYELIDDIS	Other disorders of eyelid	5195	165083	1.0412	2
H7_EYELIDINFLAMMATION	Other inflammation of eyelid	991	165083	1.0417	0
H7_EYELIDINOTH	Disorders of eyelid in diseases classified elsewhere	366	165083	0.98746	0
H7_EYEOTH	Other disorders of eye and adnexa	1440	175459	1.0359	0
H7_GLAUCCLOSEPRIM	Primary angle-closure glaucoma	466	170362	1.0269	0
H7_GLAUCNAS	Other and unspecified glaucoma	510	170362	1.0288	0
H7_GLAUCOMA	Glaucoma	6537	170362	1.0649	16
H7_GLAUCOMAMEDICATION	Use of antiglaucoma preparations and miotics	995	170362	1.0494	1
H7_GLAUCOMA_NTG	Normotensive glaucoma	653	170362	1.0321	4
H7_GLAUCOMA_OPER	Glucoma-related operations	369	176530	0.98654	1
H7_GLAUCOMA_POAG	Primary open-angle glaucoma, strict	2597	170362	1.0436	9
H7_GLAUCOMA_XFG	Glaucoma, exfoliation	1185	170362	1.046	4
H7_GLAUCPRIMOPEN	Primary open-angle glaucoma	3375	170362	1.0499	13
H7_GLAUCSECDISEASE	Glaucoma secondary to other eye disorders	406	170362	1.0019	0
H7_GLAUCSUSP	Glaucoma suspect	3588	170362	1.0523	7
H7_GLOBE	Disorders of globe	251	171483	0.92161	0
H7_HEREDRETINADYST	Hereditary retinal dystrophy	152	164973	0.77992	14
H7_HERPESKERATITIS	Herpesviral keratitis and keratoconjunctivitis	455	169604	1.0051	0
H7_HETEROPHORIA	Heterophoria	799	170976	1.0475	0
H7_HORDEOLUM	Hordeolum and other deep inflammation of eyelid	465	165083	1.0216	0
H7_HYPERMETRO	Hypermetropia	580	170976	1.0264	0
H7_INTERHETEROTRO	Intermittent heterotropia	603	170976	1.0278	0
H7_IRIDOACUTE	Acute and subacute iridocyclitis	2414	169604	1.0354	10
H7_IRIDOCHRONIC	Chronic iridocyclitis	497	169604	1.0264	2
H7_IRIDOCYCLITIS	Iridocyclitis	2764	169604	1.0335	8
H7_IRIDOCYCLITISINOTH	Iridocyclitis in diseases classified elsewhere	155	169604	0.81938	4
H7_IRIDONAS	Other and unspecified iridocyclitis	289	169604	0.95142	1
H7_KERATITIS	Keratitis	4295	169604	1.0183	5
H7_KERATITISINOTH	Keratitis and keratoconjunctivitis in other diseases classified elsewhere	367	169604	0.98285	1
H7_KERATITISOTH	Other keratitis	1191	169604	1.0393	1
H7_KERATOCONUS	Hereditary corneal dystrophies	246	169604	0.92117	2
H7_LACRIGLAND	Other disorders of lacrimal gland	3423	165083	1.0207	0
H7_LACRIMALORBITINOTH	Disorders of lacrimal system and orbit in diseases classified elsewhere	261	165083	0.93977	2
H7_LACRIMALSYSTEM	Disorders of lacrimal system	4674	165083	1.0264	0
H7_LACRIMINFLAMACU	Inflammation of lacrimal passages (acute and unspecified)	167	165083	0.83776	0
H7_LACRIMINFLAMCHRON	Inflammation of lacrimal passages (chronic)	188	165083	0.839	0
H7_LAGOPHTALMOS	Lagophthalmos	110	165083	0.72896	0
H7_LENS	Disorders of lens	21994	154905	1.0378	8
H7_LENSDISLOCATIO	Dislocation of lens	146	154905	0.7961	1
H7_LIDLACRIMALORBIT	Disorders of eyelid, lacrimal system and orbit	11816	165083	1.0354	0
H7_MACULADEGEN	Degeneration of macula and posterior pole	4746	164973	1.0307	4
H7_MACULOPATHYDIAB	Diabetic maculopathy	1408	164973	1.0422	4
H7_MODVISIMPBINOC	Moderate visual impairment, binocular	320	171027	0.96454	0
H7_MYOPIA	Myopia	1232	170976	1.046	1
H7_NYSTAGMUS	Nystagmus and other irregular eye movements	117	175459	0.74785	0
H7_OCUMUSCLE	Disorders of ocular muscles, binocular movement, accommodation and refraction	5923	170976	1.0335	0
H7_OCUPAIN	Ocular pain	662	175459	1.0499	0
H7_OPTATROPHY	Optic atrophy	160	175917	0.82507	0
H7_OPTNERVE	Disorders of optic nerve and visual pathways	982	175917	1.0398	0
H7_OPTNERVNAS	Disorders of optic nerve, not elsewhere classified	186	175917	0.85768	0
H7_OPTNEURITIS	Optic neuritis	451	175917	1.0221	1
H7_OPTNEUROTH	Other disorders of optic [2nd] nerve and visual pathways	583	175917	1.0297	0
H7_ORBIT	Disorders of orbit	464	165083	1.0207	1
H7_OTHERCONJ	Other disorders of conjunctiva	1433	164762	1.0226	0
H7_OTHIRISCILIARY	Other disorders of iris and ciliary body	241	169604	0.91153	0
H7_OTHRETARTOCC	Other retinal artery occlusion	203	164973	0.87707	0
H7_PAPILLOEDEMA	Papilloedema, unspecified	175	175917	0.84685	0
H7_PARASTRA3	Third [oculomotor] nerve palsy	166	170976	0.83406	0
H7_PARASTRA4	Fourth [trochlear] nerve palsy	197	170976	0.87792	0
H7_PARASTRA6	Sixth [abducent] nerve palsy	294	170976	0.96409	0
H7_PARASTRAB	Paralytic strabismus	693	170976	1.0359	0
H7_PERIPHRETINADEGEN	Peripheral retinal degeneration	323	164973	0.96545	0
H7_PRESBYOPIA	Presbyopia	394	170976	0.98607	0
H7_PTERYGIUM	Pterygium	282	164762	0.95232	2
H7_PTOSIS	Ptosis of eyelid	1008	165083	1.0489	1
H7_REFRAACCOMMODIS	Disorders of refraction and accommodation	2564	170976	1.024	0
H7_RETINAHAEMORR	Retinal haemorrhage	181	164973	0.85601	0
H7_RETINALBREAK	Retinal breaks without detachment	1573	164973	1.0393	1
H7_RETINALDETACH	Retinal detachments and breaks	4198	164973	1.0259	2
H7_RETINALDETACHBREAK	Retinal detachment with retinal break	1514	164973	1.0369	0
H7_RETINALDETACHOTH	Other, unspecified and serous retinal detachments	289	164973	0.94648	0
H7_RETINALDISOTH	Other retinal disorders	8414	164973	1.0398	6
H7_RETINANAS	Other specified and unspecified retinal disorders	287	164973	0.94738	0
H7_RETINASEPAR	Separation of retinal layers (serosa)	392	164973	0.99116	1
H7_RETINAVASC	Retinal vascular disorders	1238	164973	1.0202	0
H7_RETINOCHISISCYST	Retinoschisis and retinal cysts	208	164973	0.89117	0
H7_RETINOPATHYDIAB	Diabetic retinopathy	2943	164973	1.0207	5
H7_RETINOPATHYDIAB_BKG	Diabetic background retinopathy	1625	164973	1.0264	4
H7_RETINOPATHYDIAB_BKG_SEVERE	Severe diabetic background retinopathy	345	164973	0.95593	2
H7_RETINOPATHYDIAB_NAS	Other diabetic retinopathy	808	164973	1.0307	4
H7_RETINOPATHYDIAB_PROLIF	Proliferative diabetic retinopathy	1090	164973	1.0335	4
H7_RETIVASCOCCLUSION	Retinal vascular occlusion	1201	164973	1.0231	0
H7_RETVASCNAS	Other and unspecified vascular occlusions	939	164973	1.0345	0
H7_SCLERACORNEA	Disorders of sclera, cornea, iris and ciliary body	7295	169604	1.0297	6
H7_SCLERITISEPISCLERITIS	Scleritis and episcleritis	572	169604	1.0307	1
H7_STENOLACRI	Stenosis and insufficiency of lacrimal passages	1046	165083	1.0388	0
H7_STRABISMUS	Strabismus	3515	173384	1.0278	0
H7_STRABNAS	Other specified and unspecified strabismus	105	170976	0.71853	0
H7_STRABOTH	Other strabismus	2915	170976	1.0302	0
H7_USEOFEYEANTIALLERGENS	Use of eye-antiallergens (taken as indicator of allergic/atopic conjunctivitis)	7700	164762	1.0576	4
H7_VASCCILIARY	Hyphaema and other vascular disorders of iris and ciliary body	163	169604	0.82997	0
H7_VERTISTRAB	Vertical strabismus	317	170976	0.95955	0
H7_VISDISTNAS	Other and unspecified visual disturbances	650	171027	1.0335	0
H7_VISFIELDDEF	Visual field defects	885	171027	1.034	0
H7_VISUALDISTBLIND	Visual disturbances and blindness	5872	171027	0.99767	1
H7_VISUDISTURB	Visual disturbances	5312	171027	0.99674	1
H7_VISUDISTURBSUB	Subjective visual disturbances	2325	171027	1.0345	0
H7_VITRBODYGLOBE	Disorders of vitreous body	5193	171483	1.0273	1
H7_VITREOUS	Disorders of vitreous body and globe	5416	171483	1.0254	2
H7_VITRHAEMORR	Vitreous haemorrhage	1030	171483	1.0422	1
H7_VITROPACIT	Other vitreous opacities	350	171483	0.9732	0
H7_VITROTH	Other and unspecified disorders of vitreous body	4089	171483	1.0288	3
H8_BPV	Benign paroxysmal vertigo	2843	169746	1.0297	0
H8_CERUMEN	Impacted cerumen	631	173303	1.0283	0
H8_CHOLEASTOMA	Cholesteatoma of middle ear	630	167108	1.0417	3
H8_CHRON_SUPOTITIS	Chronic suppurative otitis media	458	167108	1.0202	0
H8_CONSENHEARINGLOSS	Conductive and sensorineural hearing loss	13319	159818	1.062	7
H8_EAR	Diseases of the ear and mastoid process	31579	145320	1.0412	1
H8_EUSTNAS	Other disorders of Eustachian tube	221	167108	0.89332	1
H8_EUSTSALP	Eustachian salpingitis and obstruction	985	167108	1.0484	1
H8_EXTDISINOTH	Disorder of external ear, unspecified	253	173303	0.91678	0
H8_EXTDISNAS	Other specified disorders of external ear	369	173303	0.99814	1
H8_EXTERNAL	Diseases of external ear	3596	173303	1.0269	0
H8_EXTOTITIS	Otitis externa	2368	173303	1.035	0
H8_EXT_ABSC	Abscess of external ear	179	173303	0.85517	0
H8_EXT_INFNAS	Other infective otitis externa	687	173303	1.0446	0
H8_EXT_NAS	Otitis externa, unspecified	939	173303	1.0499	0
H8_EXT_NONINF	Acute otitis externa, noninfective	192	173303	0.86145	1
H8_EXT_OTH	Other otitis externa (chronic)	666	173303	1.046	0
H8_HL_CON_NAS	Conductive hearing loss, unspecified	987	159818	1.0494	0
H8_HL_IDIOP	Sudden idiopathic hearing loss	1142	159818	1.0422	4
H8_HL_MIX_NAS	Mixed conductive and sensorineural hearing loss	1461	159818	1.0398	0
H8_HL_NAS	Other specified/unspecified hearing loss	739	159818	1.035	0
H8_HL_PRESBY	Presbycusis	1253	159818	1.0407	1
H8_HL_SEN_NAS	Sensorineural hearing loss	12250	159818	1.064	8
H8_INNER	Diseases of inner ear	7153	169746	1.0388	1
H8_MASTACU	Acute mastoiditis	105	167108	0.72747	0
H8_MASTCHRON	Chronic mastoiditis	339	167108	0.97871	0
H8_MED_SUPP	Suppurative and unspecified otitis media	5507	167108	1.0354	1
H8_MENIERE	Meniere disease	1202	169746	1.0422	1
H8_MIDDLEADDH	Adhesive middle ear disease	176	167108	0.84023	0
H8_MIDDLEMASTOID	Diseases of middle ear and mastoid	9791	167108	1.0311	2
H8_NOISEINNER	Noise effects on inner ear	435	169746	1.0084	0
H8_NONSUPPNAS	Nonsuppurative otitis media	3284	167108	1.0292	0
H8_OTALGIA	Otalgia	605	159818	1.0407	0
H8_OTHEREAR	Other disorders of ear	17081	159818	1.0581	5
H8_OTHHEARINGLOSS	Other hearing loss	3082	159818	1.0193	1
H8_OTIMEDNAS	Otitis media, unspecified	1380	167108	1.0278	0
H8_OTOSCLE	Otosclerosis	1071	169746	1.0557	9
H8_PERCHRONDR	Perichondritis of external ear	168	173303	0.83119	0
H8_PERFORATION	Perforation of tympanic membrane	1149	167108	1.0426	1
H8_PERIPHVERTIGO	Other peripheral vertigo	1055	169746	1.0417	2
H8_SUP_ACUTE	Acute suppurative otitis media	3951	167108	1.0402	0
H8_SUP_OTINAS	Suppurative otitis media, unspecified	308	167108	0.96454	0
H8_TINNITUS	Tinnitus	2739	159818	1.0331	0
H8_VERTIGO	Disorders of vestibular function (Vertigo)	5667	169746	1.0441	1
H8_VERTIGOCENT	Vertigo of central origin	154	169746	0.82711	1
H8_VESTIBNEUR	Vestibular neuronitis	953	169746	1.0417	2
H8_VESTIFUNCNAS	Other/unspecified disorders of vestibular function	325	169746	0.97412	0
HEPATITIS_ACUTE_OTHER_VIRAL	Other acute viral hepatitis	131	176187	0.77914	0
HEPATITIS_CHRONIC_VIRAL	Chronic viral hepatitis	556	176187	1.034	0
HERING_BILATERAL	Inguinal hernia, bilateral	1151	154928	1.045	1
HERING_UNILATERAL	Inguinal hernia, unilateralk	304	154928	0.96136	0
HYPOTHYROIDISM	Hypothyroidism (congenital or acquired)	20388	50989	1.0733	22
HYPOTHY_LEVOTHY	Hypothyroidism, levothyroxin purchases	20171	51060	1.0718	23
HYPOTHY_PURCHASE	Hypothyroidism and >3 levothyroxin purchases	20171	50989	1.0718	23
HYPOTHY_REIMB	Hypothyroidism, drug reimbursement	5717	51006	1.0221	9
I9_AF	Atrial fibrillation and flutter	17325	97214	1.0605	22
I9_AF_REIMB	Atrial fibrillation and flutter with reimbursement	8171	97214	1.0398	14
I9_ANEUR	Endovascular or surgical operations to intracerebral aneurysms	495	165040	1.0193	0
I9_ANEURYSM	Cerebral aneurysm, nonruptured	720	165040	1.0359	0
I9_ANGINA	Angina pectoris	14712	152621	1.0881	13
I9_ANGIO	Coronary angiopasty	6699	166928	1.0533	5
I9_AORTANEUR	Aortic aneurysm	1919	167843	1.0417	0
I9_AORTDIS	Dissection of aorta	339	167843	0.98792	1
I9_ARTEMBTHR	Arterial embolism and thrombosis	580	167843	1.0269	0
I9_ARTEMBTHRLOW	Arterial embolism and thrombosis of lower extremity artery	342	167843	0.96955	0
I9_ARTEMBTHRNAS	Other arterial embolism and thrombosis	256	167843	0.92513	0
I9_ARTOTH	Other diseases of arteries and capillaries	1046	167843	1.0316	0
I9_ATHSCLE	Atherosclerosis, excluding cerebral, coronary and PAD	4937	167843	1.0547	2
I9_AVBLOCK	AV-block	1727	129908	1.0216	1
I9_CABG	Coronary artery bypass grafting	4449	166928	1.0537	16
I9_CARDARR	Cardiac arrest	772	97214	1.0402	1
I9_CARDMPRI	Cardiomyopathies, Primary/intrinsic	1678	129908	1.0513	14
I9_CARDMYO	Cardiomyopathy	2342	129908	1.0441	19
I9_CARDMYOHYP	Cardiomyopathy, Hypertrophic obstructive	251	129908	0.92602	17
I9_CARDMYOOTH	Cardiomyopathy, other and unspecified	971	129908	1.0436	1
I9_CEREBDOTH	Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere	729	165040	1.0426	0
I9_CEREBVASC	Cerebrovascular diseases	11859	165040	1.0465	1
I9_CHD	Major coronary heart disease event	16631	160268	1.0856	20
I9_CHD_NOREV	Major coronary heart disease event excluding revascularizations	13809	160163	1.0723	10
I9_CONDUCTIO	Conduction disorders	3271	129908	1.0178	0
I9_CORATHER	Coronary atherosclerosis	18295	152621	1.0991	23
I9_CVD	Cardiovascular diseases	86957	89942	1.1197	14
I9_CVD_HARD	Hard cardiovascular diseases	22860	154039	1.0851	10
I9_DISVEINLYMPH	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	22948	153951	1.1345	26
I9_DOAAC	Diseases of arteries, arterioles and capillaries	9056	167843	1.0422	3
I9_DVTANDPULM	DVT of lower extremities and pulmonary embolism	6019	170880	1.046	15
I9_ENDOCARD	Endocarditis	312	129908	0.96091	0
I9_E_DRONE	Dronedarone medication	354	129908	0.99209	2
I9_HEARTFAIL	Heart failure,strict	9576	159286	1.0431	1
I9_HEARTFAIL_ALLCAUSE	All-cause Heart Failure	17387	159058	1.0576	2
I9_HEARTFAIL_NS	Heart failure, not strict	17613	159286	1.0576	2
I9_HYPERTENSION	Hypertensive diseases	43576	133323	1.2026	54
I9_HYPERTROCARDMYOP	Hypertrophic cardiomyopathy	432	176467	1.0117	17
I9_HYPOTE	Hypotension	1398	175178	1.0393	1
I9_HYPTENS	Hypertension	43545	133323	1.2091	54
I9_HYPTENSEC	Secondary hypertension	982	133323	1.0518	0
I9_HYPTENSESS	Hypertension, essential	33229	133323	1.1666	31
I9_HYPTENSHD	Hypertensive Heart Disease	3252	133323	1.0499	2
I9_HYPTENSHR	Hypertensive heart and/or renal disease	3674	133323	1.0591	1
I9_HYPTENSPREG	Hypertension complicating pregnancy, childbirth, and the puerperium	6120	94241	1.0542	6
I9_HYPTENSRD	Hypertensive Renal Disease	373	133323	1.0047	0
I9_ICH	Intracerebral haemmorrhage	1224	163533	1.0499	0
I9_IHD	Ischaemic heart disease, wide definition	25366	151533	1.1136	24
I9_INTRACRA	Nontraumatic intracranial haemmorrhage	2086	165040	1.0378	0
I9_ISCHHEART	Ischemic heart diseases	24278	152621	1.1081	21
I9_K_CARDIAC	Death due to cardiac causes	6314	170585	1.045	0
I9_LBBB	Left bundle-branch block	582	129908	1.0326	0
I9_LYMPHADE	Nonspesific lymphadenitis	806	153951	1.0302	2
I9_LYMPHOTH	Other noninfective disordersof lymphatic vessels and lymph nodes	301	153951	0.95684	1
I9_MI	Myocardial infarction	10003	152621	1.0586	10
I9_MI_STRICT	Myocardial infarction, strict	9145	152621	1.0547	10
I9_MYOCARD	Myocarditis	626	97214	1.0345	0
I9_NONISCHCARDMYOP	Non-ischemic cardiomyopathy	8300	143233	1.0417	0
I9_NONISCHCARDMYOP_STRICT	Nonischemic cardiomyopathy	653	150661	1.0354	1
I9_NONRHEVALV	Non-rheumatic valve diseases	7440	129908	1.034	2
I9_OTH	Other CVD	1721	175178	1.0364	1
I9_OTHANEUR	Other aneurysm	444	167843	1.0112	0
I9_OTHARR	Other arrhytmias	10101	129908	1.0378	2
I9_OTHHEART	Other heart diseases	46991	129908	1.0635	15
I9_OTHILLHEART	Other or ill-defined heart diseases	583	129908	1.025	0
I9_OTHINTRACRA	Other intracranial haemorrhages	230	165040	0.90848	0
I9_OTHOTH	Other other unspecified disorders of the circulatory system	340	175178	0.97916	0
I9_OTHPER	Other peripheral vascular diseases	799	167843	1.047	0
I9_PAD	Peripheral artery disease	5323	167843	1.0508	4
I9_PAROXTAC	Paroxysmal tachycardia	3667	97214	1.0326	0
I9_PERICAOTH	Other diseases of pericardium	307	129908	0.95864	0
I9_PERICARD	Pericarditis	379	129908	0.98885	0
I9_PERIPH	Peripheral artery operations in Hilmo	1254	167843	1.0479	1
I9_PHLETHROM	Phlebitis and thrombophlebitis (not including DVT)	2506	153951	1.0359	6
I9_PHLETHROMBDVTLOW	DVT of lower extremities	3592	153951	1.0326	21
I9_POSTAMI	Status post-ami	1141	152621	1.0426	0
I9_PROGVASC	Progressive vascular leukoencephalopathy	196	165040	0.87665	1
I9_PULMEMB	Pulmonary embolism	3016	173597	1.0407	5
I9_PULMHEART	Pulmonary heart disease, diseases of pulmonary circulation	3302	173597	1.035	5
I9_PULMOTHHD	Other pulmonary heart/vessel disease	363	173597	0.98008	1
I9_PVT	Portal vein thrombosis	110	153951	0.73988	0
I9_RBBB	Right bundle-branch block	314	129908	0.96682	0
I9_REVASC	Coronary revascularization (ANGIO or CABG)	9971	152621	1.0836	29
I9_RHEUFEV	Rheumatic fever incl heart disease	462	176437	1.0103	0
I9_RHEUVALV	Rheumatic valve diseases	334	176437	0.96409	0
I9_SAH	Subarachnoid haemmorrhage	1019	163508	1.0475	0
I9_SAHANEUR	Aneurysms, operations, SAH	1582	165040	1.0354	0
I9_SECONDRIGHT	Secondary right heart disease	315	173597	0.95548	2
I9_SEQULAE	Sequelae of cerebrovascular disease	3520	165040	1.0269	2
I9_STENOSIS	Occlusion and stenosis of arteries, not leading to stroke	147	165040	0.80088	0
I9_STR	Stroke, excluding SAH	8877	163535	1.0542	1
I9_STR_EXH	Ischaemic Stroke, excluding all haemorrhages	8046	164286	1.0513	2
I9_STR_SAH	Stroke, including SAH	9592	162861	1.0479	3
I9_THROMBOTH	Other embolism and thrombosis	1416	153951	1.034	7
I9_TIA	Transient ischemic attack	6729	164286	1.0364	0
I9_UAP	Unstable angina pectoris	5774	160163	1.0552	3
I9_VALVES	Valvular operations	26015	129908	1.0713	5
I9_VARICVE	Varicose veins	13928	153951	1.1319	36
I9_VARICVEOES	Oesophageal varices	340	153951	0.97916	1
I9_VARICVESOTH	Varicose veins of other sites	865	153951	1.0479	1
I9_VASCDEM	Vascular dementia	706	171075	1.0455	2
I9_VASCINT	Vascular diseases of the intestine	306	167843	0.95593	0
I9_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	458	170687	1.0084	0
I9_VEINSOTH	Other disorders of veins	4588	153951	1.0518	5
I9_VHD	Valvular heart disease including rheumatic fever	27684	129908	1.063	4
I9_VTE	Venous thromboembolism	6913	169986	1.0465	27
IBD_VIRAL_HEPATITIS	Viral hepatitis, IBD co-morbidity	712	54876	1.0388	0
ILD	Interstitial lung disease	1458	160295	1.0245	7
ILD_COMORB	ILD-related co-morbidities	85919	90980	1.1071	8
ILD_CVDMETABOCOMORB	ILD Co-morbidites, CVD and metabolic diseases	62257	90980	1.1036	12
ILD_DIFF_DG	ILD differential diagnosis	63213	113686	1.0911	1
ILD_ENDPOINTS	Interstitial lung disease endpoints	16604	160295	1.0708	12
ILD_HOSPITAL	ILD, hospital admissions	1427	175472	1.024	6
ILD_HOSPITAL_MAIN	ILD, hospital admissions 1, main diag only	1272	175627	1.0297	6
ILD_HOSPITAL_PNEUMONIA_SEPSIS	ILD, hospital admissions 3, with pneumonia sepsis	695	131682	1.0269	1
