CID	BIOCHEMICAL_NAME	SUPER_PATHWAY	HMDB_ID	LINK
C100006260	6-hydroxyindole sulfate	Xenobiotics	~HMDB0000682	http://share.sph.umich.edu/metsim_metabqtl/C100006260_primary_mac5.epacts.gz
C100006262	4-methoxyphenol sulfate	Amino_Acid		http://share.sph.umich.edu/metsim_metabqtl/C100006262_primary_mac5.epacts.gz
C100006264	propyl 4-hydroxybenzoate sulfate	Xenobiotics	HMDB0135261	http://share.sph.umich.edu/metsim_metabqtl/C100006264_primary_mac5.epacts.gz
C100006282	umbelliferone sulfate	Xenobiotics	HMDB0240565	http://share.sph.umich.edu/metsim_metabqtl/C100006282_primary_mac5.epacts.gz
C100006290	sphingomyelin (d18:1/20:0, d16:1/22:0)*	Lipid	HMDB0012102	http://share.sph.umich.edu/metsim_metabqtl/C100006290_primary_mac5.epacts.gz
C100006292	sphingomyelin (d18:1/20:1, d18:2/20:0)*	Lipid	~HMDB0012102	http://share.sph.umich.edu/metsim_metabqtl/C100006292_primary_mac5.epacts.gz
C100006293	sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	Lipid	~HMDB0013465	http://share.sph.umich.edu/metsim_metabqtl/C100006293_primary_mac5.epacts.gz
C100006294	behenoyl sphingomyelin (d18:1/22:0)*	Lipid	HMDB0012103	http://share.sph.umich.edu/metsim_metabqtl/C100006294_primary_mac5.epacts.gz
C100006295	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	Lipid	HMDB0011694,HMDB0012104	http://share.sph.umich.edu/metsim_metabqtl/C100006295_primary_mac5.epacts.gz
C100006296	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	Lipid	~HMDB0013467	http://share.sph.umich.edu/metsim_metabqtl/C100006296_primary_mac5.epacts.gz
C100006298	lignoceroyl sphingomyelin (d18:1/24:0)	Lipid	HMDB0011697	http://share.sph.umich.edu/metsim_metabqtl/C100006298_primary_mac5.epacts.gz
C100006314	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	Lipid	HMDB0240608	http://share.sph.umich.edu/metsim_metabqtl/C100006314_primary_mac5.epacts.gz
C100006360	dopamine 4-sulfate	Amino_Acid	HMDB0004148	http://share.sph.umich.edu/metsim_metabqtl/C100006360_primary_mac5.epacts.gz
C100006361	dopamine 3-O-sulfate	Amino_Acid	HMDB0006275	http://share.sph.umich.edu/metsim_metabqtl/C100006361_primary_mac5.epacts.gz
C100006363	daidzein sulfate (2)	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100006363_primary_mac5.epacts.gz
C100006367	3-hydroxyhexanoate	Lipid	HMDB0061652	http://share.sph.umich.edu/metsim_metabqtl/C100006367_primary_mac5.epacts.gz
C100006370	3beta-hydroxy-5-cholestenoate	Lipid	HMDB0012453	http://share.sph.umich.edu/metsim_metabqtl/C100006370_primary_mac5.epacts.gz
C100006374	1,2,3-benzenetriol sulfate (2)	Xenobiotics	HMDB0060016;HMDB0060018	http://share.sph.umich.edu/metsim_metabqtl/C100006374_primary_mac5.epacts.gz
C100006375	3-methoxycatechol sulfate (1)	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100006375_primary_mac5.epacts.gz
C100006376	3-methoxycatechol sulfate (2)	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100006376_primary_mac5.epacts.gz
C100006378	N-acetylkynurenine (2)	Amino_Acid	~HMDB0000684	http://share.sph.umich.edu/metsim_metabqtl/C100006378_primary_mac5.epacts.gz
C100006379	C-glycosyltryptophan	Amino_Acid	~HMDB0000929	http://share.sph.umich.edu/metsim_metabqtl/C100006379_primary_mac5.epacts.gz
C100006430	arabitol/xylitol	Carbohydrate	HMDB0000568,HMDB0002917	http://share.sph.umich.edu/metsim_metabqtl/C100006430_primary_mac5.epacts.gz
C100006435	N-acetylglucosamine/N-acetylgalactosamine	Carbohydrate	HMDB0000215,HMDB0000212	http://share.sph.umich.edu/metsim_metabqtl/C100006435_primary_mac5.epacts.gz
C100006614	adipoylcarnitine (C6-DC)	Lipid	HMDB0061677	http://share.sph.umich.edu/metsim_metabqtl/C100006614_primary_mac5.epacts.gz
C100006620	nonanoylcarnitine (C9)	Lipid	HMDB0013288	http://share.sph.umich.edu/metsim_metabqtl/C100006620_primary_mac5.epacts.gz
C100006627	suberoylcarnitine (C8-DC)	Lipid	HMDB0000791	http://share.sph.umich.edu/metsim_metabqtl/C100006627_primary_mac5.epacts.gz
C100006638	deoxycholic acid 3-sulfate	Lipid	HMDB0002504	http://share.sph.umich.edu/metsim_metabqtl/C100006638_primary_mac5.epacts.gz
C100006641	glycochenodeoxycholate 3-sulfate	Lipid	HMDB0002497	http://share.sph.umich.edu/metsim_metabqtl/C100006641_primary_mac5.epacts.gz
C100006642	glycodeoxycholate 3-sulfate	Lipid	~HMDB0000631	http://share.sph.umich.edu/metsim_metabqtl/C100006642_primary_mac5.epacts.gz
C100006644	taurodeoxycholic acid 3-sulfate	Lipid	HMDB0002581	http://share.sph.umich.edu/metsim_metabqtl/C100006644_primary_mac5.epacts.gz
C100006651	3,4-methyleneheptanoate	Xenobiotics	~HMDB0031087	http://share.sph.umich.edu/metsim_metabqtl/C100006651_primary_mac5.epacts.gz
C100006679	phenol glucuronide	Amino_Acid	HMDB0060014	http://share.sph.umich.edu/metsim_metabqtl/C100006679_primary_mac5.epacts.gz
C100006726	linoleoyl ethanolamide	Lipid	HMDB0012252	http://share.sph.umich.edu/metsim_metabqtl/C100006726_primary_mac5.epacts.gz
C100008903	1,2-dilinoleoyl-GPC (18:2/18:2)	Lipid	HMDB0008138	http://share.sph.umich.edu/metsim_metabqtl/C100008903_primary_mac5.epacts.gz
C100008904	1-stearoyl-2-oleoyl-GPC (18:0/18:1)	Lipid	HMDB0008037,HMDB0008038	http://share.sph.umich.edu/metsim_metabqtl/C100008904_primary_mac5.epacts.gz
C100008914	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	Lipid	HMDB0007982	http://share.sph.umich.edu/metsim_metabqtl/C100008914_primary_mac5.epacts.gz
C100008915	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	Lipid	HMDB0007991	http://share.sph.umich.edu/metsim_metabqtl/C100008915_primary_mac5.epacts.gz
C100008916	1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)	Lipid	HMDB0008057	http://share.sph.umich.edu/metsim_metabqtl/C100008916_primary_mac5.epacts.gz
C100008917	1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1)	Lipid	HMDB0011242,HMDB0011243	http://share.sph.umich.edu/metsim_metabqtl/C100008917_primary_mac5.epacts.gz
C100008918	1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4)	Lipid	HMDB0011253,HMDB0011254	http://share.sph.umich.edu/metsim_metabqtl/C100008918_primary_mac5.epacts.gz
C100008919	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)	Lipid	HMDB0011375	http://share.sph.umich.edu/metsim_metabqtl/C100008919_primary_mac5.epacts.gz
C100008920	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	Lipid	HMDB0240609	http://share.sph.umich.edu/metsim_metabqtl/C100008920_primary_mac5.epacts.gz
C100008921	1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	Lipid	HMDB0007970	http://share.sph.umich.edu/metsim_metabqtl/C100008921_primary_mac5.epacts.gz
C100008928	2-hydroxybutyrate/2-hydroxyisobutyrate	Amino_Acid	HMDB0000008,HMDB0000729	http://share.sph.umich.edu/metsim_metabqtl/C100008928_primary_mac5.epacts.gz
C100008929	2-methylcitrate/homocitrate	Energy	HMDB0000379;HMDB0003518	http://share.sph.umich.edu/metsim_metabqtl/C100008929_primary_mac5.epacts.gz
C100008930	oleate/vaccenate (18:1)	Lipid	HMDB0000207	http://share.sph.umich.edu/metsim_metabqtl/C100008930_primary_mac5.epacts.gz
C100008952	1-palmitoleoylglycerol (16:1)*	Lipid	HMDB0011565	http://share.sph.umich.edu/metsim_metabqtl/C100008952_primary_mac5.epacts.gz
C100008953	2-palmitoleoylglycerol (16:1)*	Lipid	HMDB0011534	http://share.sph.umich.edu/metsim_metabqtl/C100008953_primary_mac5.epacts.gz
C100008954	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	Lipid	HMDB0062665	http://share.sph.umich.edu/metsim_metabqtl/C100008954_primary_mac5.epacts.gz
C100008955	tricosanoyl sphingomyelin (d18:1/23:0)*	Lipid	HMDB0012105	http://share.sph.umich.edu/metsim_metabqtl/C100008955_primary_mac5.epacts.gz
C100008956	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	Lipid	HMDB0240614	http://share.sph.umich.edu/metsim_metabqtl/C100008956_primary_mac5.epacts.gz
C100008957	sphingomyelin (d18:2/24:1, d18:1/24:2)*	Lipid	~HMDB0011697	http://share.sph.umich.edu/metsim_metabqtl/C100008957_primary_mac5.epacts.gz
C100008976	1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	Lipid	HMDB0008994	http://share.sph.umich.edu/metsim_metabqtl/C100008976_primary_mac5.epacts.gz
C100008977	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	Lipid	HMDB0009003	http://share.sph.umich.edu/metsim_metabqtl/C100008977_primary_mac5.epacts.gz
C100008980	1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	Lipid	HMDB0008039	http://share.sph.umich.edu/metsim_metabqtl/C100008980_primary_mac5.epacts.gz
C100008981	1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*	Lipid	HMDB0008105	http://share.sph.umich.edu/metsim_metabqtl/C100008981_primary_mac5.epacts.gz
C100008984	1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	Lipid	HMDB0007969	http://share.sph.umich.edu/metsim_metabqtl/C100008984_primary_mac5.epacts.gz
C100008985	1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*	Lipid	HMDB0007980,HMDB0007981	http://share.sph.umich.edu/metsim_metabqtl/C100008985_primary_mac5.epacts.gz
C100008989	1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*	Lipid	HMDB0007984	http://share.sph.umich.edu/metsim_metabqtl/C100008989_primary_mac5.epacts.gz
C100008990	1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	Lipid	HMDB0008937	http://share.sph.umich.edu/metsim_metabqtl/C100008990_primary_mac5.epacts.gz
C100008991	1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	Lipid	HMDB0008946	http://share.sph.umich.edu/metsim_metabqtl/C100008991_primary_mac5.epacts.gz
C100008992	1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*	Lipid	HMDB0009012	http://share.sph.umich.edu/metsim_metabqtl/C100008992_primary_mac5.epacts.gz
C100008993	1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*	Lipid	HMDB0009789	http://share.sph.umich.edu/metsim_metabqtl/C100008993_primary_mac5.epacts.gz
C100008994	1-stearoyl-2-linoleoyl-GPI (18:0/18:2)	Lipid	HMDB0009809	http://share.sph.umich.edu/metsim_metabqtl/C100008994_primary_mac5.epacts.gz
C100008996	1-palmitoyl-2-palmitoleoyl-GPE (16:0/16:1)*	Lipid	HMDB0008924	http://share.sph.umich.edu/metsim_metabqtl/C100008996_primary_mac5.epacts.gz
C100008998	gamma-tocopherol/beta-tocopherol	Cofactors_and_Vitamins	HMDB0001492,HMDB0006335	http://share.sph.umich.edu/metsim_metabqtl/C100008998_primary_mac5.epacts.gz
C100008999	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	Lipid	HMDB0005779	http://share.sph.umich.edu/metsim_metabqtl/C100008999_primary_mac5.epacts.gz
C100009000	1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*	Lipid	HMDB0005780	http://share.sph.umich.edu/metsim_metabqtl/C100009000_primary_mac5.epacts.gz
C100009002	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*	Lipid	HMDB0011352	http://share.sph.umich.edu/metsim_metabqtl/C100009002_primary_mac5.epacts.gz
C100009004	1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*	Lipid	HMDB0011394	http://share.sph.umich.edu/metsim_metabqtl/C100009004_primary_mac5.epacts.gz
C100009005	1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*	Lipid	HMDB0011342	http://share.sph.umich.edu/metsim_metabqtl/C100009005_primary_mac5.epacts.gz
C100009007	1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*	Lipid	HMDB0011209,HMDB0011210	http://share.sph.umich.edu/metsim_metabqtl/C100009007_primary_mac5.epacts.gz
C100009008	1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*	Lipid	HMDB0011229	http://share.sph.umich.edu/metsim_metabqtl/C100009008_primary_mac5.epacts.gz
C100009009	1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*	Lipid	HMDB0011211	http://share.sph.umich.edu/metsim_metabqtl/C100009009_primary_mac5.epacts.gz
C100009014	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	Lipid	HMDB0007982	http://share.sph.umich.edu/metsim_metabqtl/C100009014_primary_mac5.epacts.gz
C100009015	1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*	Lipid	HMDB0011262	http://share.sph.umich.edu/metsim_metabqtl/C100009015_primary_mac5.epacts.gz
C100009020	1-palmityl-2-oleoyl-GPC (O-16:0/18:1)*	Lipid	HMDB0013412	http://share.sph.umich.edu/metsim_metabqtl/C100009020_primary_mac5.epacts.gz
C100009021	1-palmityl-2-arachidonoyl-GPC (O-16:0/20:4)*	Lipid	HMDB0013407	http://share.sph.umich.edu/metsim_metabqtl/C100009021_primary_mac5.epacts.gz
C100009025	sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	Lipid	~HMDB0012103	http://share.sph.umich.edu/metsim_metabqtl/C100009025_primary_mac5.epacts.gz
C100009026	behenoyl dihydrosphingomyelin (d18:0/22:0)*	Lipid	HMDB0012091	http://share.sph.umich.edu/metsim_metabqtl/C100009026_primary_mac5.epacts.gz
C100009027	sphingomyelin (d18:0/18:0, d19:0/17:0)*	Lipid	HMDB0012087	http://share.sph.umich.edu/metsim_metabqtl/C100009027_primary_mac5.epacts.gz
C100009028	N-palmitoyl-sphinganine (d18:0/16:0)	Lipid	HMDB0011760	http://share.sph.umich.edu/metsim_metabqtl/C100009028_primary_mac5.epacts.gz
C100009030	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	HMDB0010169	http://share.sph.umich.edu/metsim_metabqtl/C100009030_primary_mac5.epacts.gz
C100009035	1-pentadecanoyl-2-linoleoyl-GPC (15:0/18:2)*	Lipid	HMDB0007940	http://share.sph.umich.edu/metsim_metabqtl/C100009035_primary_mac5.epacts.gz
C100009036	1-margaroyl-2-oleoyl-GPC (17:0/18:1)*	Lipid	~HMDB0008038	http://share.sph.umich.edu/metsim_metabqtl/C100009036_primary_mac5.epacts.gz
C100009037	1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*	Lipid	~HMDB0008039	http://share.sph.umich.edu/metsim_metabqtl/C100009037_primary_mac5.epacts.gz
C100009038	myristoyl dihydrosphingomyelin (d18:0/14:0)*	Lipid	HMDB0012085	http://share.sph.umich.edu/metsim_metabqtl/C100009038_primary_mac5.epacts.gz
C100009042	5-hydroxyindole sulfate	Amino_Acid	~HMDB0000682	http://share.sph.umich.edu/metsim_metabqtl/C100009042_primary_mac5.epacts.gz
C100009043	7-hydroxyindole sulfate	Amino_Acid		http://share.sph.umich.edu/metsim_metabqtl/C100009043_primary_mac5.epacts.gz
C100009045	phenylacetylglutamate	Peptide	HMDB0059772	http://share.sph.umich.edu/metsim_metabqtl/C100009045_primary_mac5.epacts.gz
C100009051	1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*	Lipid	HMDB0008047	http://share.sph.umich.edu/metsim_metabqtl/C100009051_primary_mac5.epacts.gz
C100009052	palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*	Lipid	HMDB0007103	http://share.sph.umich.edu/metsim_metabqtl/C100009052_primary_mac5.epacts.gz
C100009053	palmitoleoyl-oleoyl-glycerol (16:1/18:1) [1]*	Lipid	HMDB0007131	http://share.sph.umich.edu/metsim_metabqtl/C100009053_primary_mac5.epacts.gz
C100009054	palmitoleoyl-oleoyl-glycerol (16:1/18:1) [2]*	Lipid	HMDB0007131	http://share.sph.umich.edu/metsim_metabqtl/C100009054_primary_mac5.epacts.gz
C100009055	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	Lipid	HMDB0007103	http://share.sph.umich.edu/metsim_metabqtl/C100009055_primary_mac5.epacts.gz
C100009066	1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*	Lipid	HMDB0009783	http://share.sph.umich.edu/metsim_metabqtl/C100009066_primary_mac5.epacts.gz
C100009069	1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*	Lipid	HMDB0011343	http://share.sph.umich.edu/metsim_metabqtl/C100009069_primary_mac5.epacts.gz
C100009075	1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*	Lipid	HMDB0008006	http://share.sph.umich.edu/metsim_metabqtl/C100009075_primary_mac5.epacts.gz
C100009076	1-palmitoyl-2-alpha-linolenoyl-GPC (16:0/18:3n3)*	Lipid	HMDB0007975	http://share.sph.umich.edu/metsim_metabqtl/C100009076_primary_mac5.epacts.gz
C100009078	1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*	Lipid	HMDB0009060	http://share.sph.umich.edu/metsim_metabqtl/C100009078_primary_mac5.epacts.gz
C100009079	1-palmitoyl-2-dihomo-linolenoyl-GPE (16:0/20:3)*	Lipid	HMDB0008935	http://share.sph.umich.edu/metsim_metabqtl/C100009079_primary_mac5.epacts.gz
C100009082	1-linoleoyl-GPA (18:2)*	Lipid	HMDB0007856	http://share.sph.umich.edu/metsim_metabqtl/C100009082_primary_mac5.epacts.gz
C100009122	1-pentadecanoyl-2-arachidonoyl-GPC (15:0/20:4)*	Lipid	HMDB0007949	http://share.sph.umich.edu/metsim_metabqtl/C100009122_primary_mac5.epacts.gz
C100009123	1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6)*	Lipid	HMDB0007958	http://share.sph.umich.edu/metsim_metabqtl/C100009123_primary_mac5.epacts.gz
C100009125	1-margaroyl-2-docosahexaenoyl-GPC (17:0/22:6)*	Lipid	~HMDB0008057	http://share.sph.umich.edu/metsim_metabqtl/C100009125_primary_mac5.epacts.gz
C100009130	1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*	Lipid	HMDB0008123	http://share.sph.umich.edu/metsim_metabqtl/C100009130_primary_mac5.epacts.gz
C100009131	1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	Lipid	HMDB0008147	http://share.sph.umich.edu/metsim_metabqtl/C100009131_primary_mac5.epacts.gz
C100009135	1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2)*	Lipid	HMDB0011244	http://share.sph.umich.edu/metsim_metabqtl/C100009135_primary_mac5.epacts.gz
C100009138	1-myristoyl-2-linoleoyl-GPC (14:0/18:2)*	Lipid	HMDB0007874	http://share.sph.umich.edu/metsim_metabqtl/C100009138_primary_mac5.epacts.gz
C100009139	1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*	Lipid	HMDB0007883	http://share.sph.umich.edu/metsim_metabqtl/C100009139_primary_mac5.epacts.gz
C100009140	1-myristoyl-2-docosahexaenoyl-GPC (14:0/22:6)*	Lipid	HMDB0007892	http://share.sph.umich.edu/metsim_metabqtl/C100009140_primary_mac5.epacts.gz
C100009141	1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n3)*	Lipid	HMDB0008056	http://share.sph.umich.edu/metsim_metabqtl/C100009141_primary_mac5.epacts.gz
C100009142	1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6)*	Lipid	HMDB0008055	http://share.sph.umich.edu/metsim_metabqtl/C100009142_primary_mac5.epacts.gz
C100009143	1-palmitoyl-2-adrenoyl-GPC (16:0/22:4)*	Lipid	HMDB0007988	http://share.sph.umich.edu/metsim_metabqtl/C100009143_primary_mac5.epacts.gz
C100009145	1-palmitoyl-2-meadoyl-GPC (16:0/20:3n9)*	Lipid	HMDB0007980	http://share.sph.umich.edu/metsim_metabqtl/C100009145_primary_mac5.epacts.gz
C100009146	1-stearoyl-2-adrenoyl-GPC (18:0/22:4)*	Lipid	HMDB0008054	http://share.sph.umich.edu/metsim_metabqtl/C100009146_primary_mac5.epacts.gz
C100009147	1-stearyl-GPC (O-18:0)*	Lipid	HMDB0011149	http://share.sph.umich.edu/metsim_metabqtl/C100009147_primary_mac5.epacts.gz
C100009148	1-oleoyl-2-dihomo-linolenoyl-GPC (18:1/20:3)*	Lipid	HMDB0008113	http://share.sph.umich.edu/metsim_metabqtl/C100009148_primary_mac5.epacts.gz
C100009149	1-oleoyl-2-eicosapentaenoyl-GPC (18:1/20:5)*	Lipid	HMDB0008083	http://share.sph.umich.edu/metsim_metabqtl/C100009149_primary_mac5.epacts.gz
C100009153	1-stearoyl-2-meadoyl-GPC (18:0/20:3n9)*	Lipid	HMDB0008046	http://share.sph.umich.edu/metsim_metabqtl/C100009153_primary_mac5.epacts.gz
C100009160	1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*	Lipid	HMDB0011207	http://share.sph.umich.edu/metsim_metabqtl/C100009160_primary_mac5.epacts.gz
C100009161	1-(1-enyl-palmitoyl)-2-myristoyl-GPC (P-16:0/14:0)*	Lipid	HMDB0011203	http://share.sph.umich.edu/metsim_metabqtl/C100009161_primary_mac5.epacts.gz
C100009162	1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*	Lipid	HMDB0011206	http://share.sph.umich.edu/metsim_metabqtl/C100009162_primary_mac5.epacts.gz
C100009166	phosphatidylcholine (16:0/22:5n3, 18:1/20:4)*	Lipid	HMDB0007989,HMDB0008082	http://share.sph.umich.edu/metsim_metabqtl/C100009166_primary_mac5.epacts.gz
C100009167	phosphatidylcholine (18:0/20:5, 16:0/22:5n6)*	Lipid	HMDB0008050	http://share.sph.umich.edu/metsim_metabqtl/C100009167_primary_mac5.epacts.gz
C100009181	1-stearoyl-2-oleoyl-GPI (18:0/18:1)*	Lipid	~HMDB0009806	http://share.sph.umich.edu/metsim_metabqtl/C100009181_primary_mac5.epacts.gz
C100009219	1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*	Lipid	HMDB0009069	http://share.sph.umich.edu/metsim_metabqtl/C100009219_primary_mac5.epacts.gz
C100009220	1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*	Lipid	HMDB0009045,HMDB0009078	http://share.sph.umich.edu/metsim_metabqtl/C100009220_primary_mac5.epacts.gz
C100009225	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*	Lipid	HMDB0011376	http://share.sph.umich.edu/metsim_metabqtl/C100009225_primary_mac5.epacts.gz
C100009227	1-linoleoyl-GPG (18:2)*	Lipid	HMDB0240600	http://share.sph.umich.edu/metsim_metabqtl/C100009227_primary_mac5.epacts.gz
C100009232	thioproline	Xenobiotics	HMDB0062164	http://share.sph.umich.edu/metsim_metabqtl/C100009232_primary_mac5.epacts.gz
C100009233	palmitoylcholine	Lipid	HMDB0240592	http://share.sph.umich.edu/metsim_metabqtl/C100009233_primary_mac5.epacts.gz
C100009239	isocitric lactone	Energy	~HMDB0000193	http://share.sph.umich.edu/metsim_metabqtl/C100009239_primary_mac5.epacts.gz
C100009246	2-methylserine	Amino_Acid		http://share.sph.umich.edu/metsim_metabqtl/C100009246_primary_mac5.epacts.gz
C100009264	glycochenodeoxycholate glucuronide (1)	Lipid	HMDB0002579	http://share.sph.umich.edu/metsim_metabqtl/C100009264_primary_mac5.epacts.gz
C100009271	(S)-3-hydroxybutyrylcarnitine	Lipid	HMDB0013127	http://share.sph.umich.edu/metsim_metabqtl/C100009271_primary_mac5.epacts.gz
C100009272	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	~HMDB0004971	http://share.sph.umich.edu/metsim_metabqtl/C100009272_primary_mac5.epacts.gz
C100009326	catechol glucuronide	Amino_Acid		http://share.sph.umich.edu/metsim_metabqtl/C100009326_primary_mac5.epacts.gz
C100009329	ascorbic acid 2-sulfate	Cofactors_and_Vitamins	HMDB0060649	http://share.sph.umich.edu/metsim_metabqtl/C100009329_primary_mac5.epacts.gz
C100009331	oleoylcholine	Lipid	HMDB0240596	http://share.sph.umich.edu/metsim_metabqtl/C100009331_primary_mac5.epacts.gz
C100009332	arachidonoylcholine	Lipid	HMDB0240583	http://share.sph.umich.edu/metsim_metabqtl/C100009332_primary_mac5.epacts.gz
