phenocode	name	category	num_cases	num_controls	num_gw_significant
G6_MIGRAINE_WITH_AURA	Migraine with aura	Diseases of the nervous system (G6_)	6780	264662	2
G6_MIGRAINE_WITH_AURA_ADVERSE	Migraine with aura, drug-induced	Diseases of the nervous system (G6_)	274	342225	0
G6_MIGRAINE_WITH_AURA_TRIPTAN	Migraine with aura and triptan purchases	Diseases of the nervous system (G6_)	3794	308114	1
G6_MITOCMY	Mitochondrial myopathy	Diseases of the nervous system (G6_)	85	339462	7
G6_MONOLOWOTHUNS	Other and unspecified mononeuropathies of lower limb	Diseases of the nervous system (G6_)	686	301193	0
G6_MONONPOTHUS	Other and unspecified mononeuropathies of upper limb	Diseases of the nervous system (G6_)	725	301193	0
G6_MONOOTHUNS	Other and unspecified mononeuropathies, also in other diseases	Diseases of the nervous system (G6_)	771	301193	0
G6_MONOPLE	Monoplegia	Diseases of the nervous system (G6_)	328	339360	1
G6_MS	MS-disease / Multiple Sclerosis	Diseases of the nervous system (G6_)	1912	339601	6
G6_MUSCOTHUNS	Other and unspecified primary disorders of muscles	Diseases of the nervous system (G6_)	177	339462	17
G6_MUSDYST	Muscular dystrophy	Diseases of the nervous system (G6_)	188	339462	40
G6_MYASTHENIA	Myasthenia gravis	Diseases of the nervous system (G6_)	383	339462	0
G6_MYOMUSCINOTH	Disorders of myoneural junction and muscle in diseases classified elsewhere	Diseases of the nervous system (G6_)	182	339462	3
G6_MYONEU	Diseases of the myoneural junction and muscle	Diseases of the nervous system (G6_)	3037	339462	28
G6_MYONEUOTHUNS	Other and unspecified myoneural disorders	Diseases of the nervous system (G6_)	91	339462	0
G6_MYOPOTHUNS	Other and unspecified myopathies	Diseases of the nervous system (G6_)	2039	339462	2
G6_MYOTDIS	Myotonic disorders	Diseases of the nervous system (G6_)	179	339462	40
G6_NARCOCATA	Narcolepsy and cataplexy	Diseases of the nervous system (G6_)	157	264662	1
G6_NERPLEX	Nerve, nerve root and plexus disorders	Diseases of the nervous system (G6_)	41306	301193	6
G6_NEUATR	Systemic atrophies primarily affecting the central nervous system	Diseases of the nervous system (G6_)	984	341515	16
G6_NEUINFL	Inflammatory diseases of the central nervous system	Diseases of the nervous system (G6_)	2159	340340	0
G6_NEUROOTH	Other disorders of nervous system	Diseases of the nervous system (G6_)	1503	318912	0
G6_OTHDEMYEL	Other demyelinating diseases of the central nervous system	Diseases of the nervous system (G6_)	899	340219	1
G6_OTHNEU	Other neurological diseases	Diseases of the nervous system (G6_)	23587	318912	1
G6_PARALOTHUNS	Other and unspecified paralytic syndromes	Diseases of the nervous system (G6_)	316	339360	0
G6_PARDIPLE	Paraplegia, diplegia of upper limbs	Diseases of the nervous system (G6_)	534	339360	1
G6_PARKINSON	Parkinson's disease	Diseases of the nervous system (G6_)	3767	338732	5
G6_PERIPHOTH	Other disorders of peripheral nervous system	Diseases of the nervous system (G6_)	123	336784	0
G6_PLANTAR	Lesion of plantar nerve	Diseases of the nervous system (G6_)	1631	301193	1
G6_POLYOTHUNS	Other and unspecified polyneuropathies, also in other diseases	Diseases of the nervous system (G6_)	4899	336784	3
G6_POSTOPNEURO	Postprocedural disorders of nervous system	Diseases of the nervous system (G6_)	1870	318912	1
G6_POSTVIRFAT	Postviral fatigue syndrome	Diseases of the nervous system (G6_)	137	318912	1
G6_POSTZOST	Postzoster neuralgia	Diseases of the nervous system (G6_)	275	301193	0
G6_RADLES	Lesion of radial nerve	Diseases of the nervous system (G6_)	916	301193	4
G6_ROOTPLEXOTHUNS	Other and unspecified nerve root and plexus disorders, also in other diseases	Diseases of the nervous system (G6_)	4478	301193	4
G6_SCIALE	Lesion of sciatic nerve	Diseases of the nervous system (G6_)	1257	301193	1
G6_SLEEPAPNO	Sleep apnoea	Diseases of the nervous system (G6_)	33423	307648	16
G6_SLEEPAPNO_INCLAVO	Sleep apnoea, including avohilmo	Diseases of the nervous system (G6_)	35441	307058	14
G6_SLEEPDISOTH	Other sleep disorders	Diseases of the nervous system (G6_)	2820	264662	0
G6_SPINAMUSCOTH	Other and unspecified spinal muscular atrophies	Diseases of the nervous system (G6_)	197	341515	17
G6_SPINOTH	Other diseases of spinal cord	Diseases of the nervous system (G6_)	709	318912	2
G6_STATUSEPI	Status epilepticus	Diseases of the nervous system (G6_)	919	264662	0
G6_TARSTUN	Tarsal tunnel syndrome	Diseases of the nervous system (G6_)	219	301193	0
G6_TETRAPLE	Tetraplegia	Diseases of the nervous system (G6_)	164	339360	1
G6_TRINEU	Trigeminal neuralgia	Diseases of the nervous system (G6_)	1421	301193	0
G6_TRIOTHUNS	Other and unspecified trigeminal disorders	Diseases of the nervous system (G6_)	366	301193	0
G6_ULLNLE	Lesion of ulnar nerve	Diseases of the nervous system (G6_)	3666	301193	1
G6_XTRAPYR	Extrapyramidal and movement disorders	Diseases of the nervous system (G6_)	8641	333858	1
G6_XTRAPYROTH	Other extrapyramidal and movement disorders in other diseases	Diseases of the nervous system (G6_)	3959	333858	1
GE	Generalized epilepsy	Diseases of the nervous system (G6_)	1160	332143	0
GENERALI_SKIN_ERUPT_DRUGS_MEDICAM	Generalized skin eruption due to drugs and medicaments	Diseases of the skin and subcutaneous tissue (L12_)	914	341585	0
GEST_DIABETES	Gestational diabetes (for exclusion)	Diabetes endpoints	11279	179600	12
GE_MODE	Generalized epilepsy, mode (most common among epilepsy diagnosis)	Diseases of the nervous system (G6_)	1988	332145	0
GE_STRICT	Generalized epilepsy, strict definition	Diseases of the nervous system (G6_)	601	332143	0
GOUT_IDIO	Idiopathic gout	Rheuma endpoints	1851	335038	6
GOUT_KIDNEY	Gout due to impairment of renal function	Rheuma endpoints	205	335038	0
GOUT_NOS	Gout, unspecified	Rheuma endpoints	4607	335038	11
GOUT_STRICT	Gout, strict definition	Rheuma endpoints	3768	336797	12
GRAVES_OPHT	Graves ophthalmopathy	Endocrine, nutritional and metabolic diseases (E4_)	566	341933	1
H7_ALLERGICCONJUNCTIVITIS	Allergic conjunctivitis	Diseases of the eye and adnexa (H7_)	18321	324178	11
H7_AMBLYANOPSIA	Amblyopia ex anopsia	Diseases of the eye and adnexa (H7_)	916	327640	0
H7_AMD	Age-related macular degeneration (whether dry or wet)	Diseases of the eye and adnexa (H7_)	7582	318039	31
H7_ANISOMETROPIA	Anisometropia and aniseikonia	Diseases of the eye and adnexa (H7_)	678	328688	1
H7_ANOMAPUPFUNC	Anomalies of pupillary function	Diseases of the eye and adnexa (H7_)	436	338998	0
H7_APHAKIA	Aphakia	Diseases of the eye and adnexa (H7_)	424	287330	1
H7_ASTIGMATISM	Astigmatism	Diseases of the eye and adnexa (H7_)	1285	328688	2
H7_BCKRNDRETINOPAT	Background retinopathy and retinal vascular changes	Diseases of the eye and adnexa (H7_)	455	314042	2
H7_BINOCUMOVNAS	Other and unspecified disorders of binocular movement	Diseases of the eye and adnexa (H7_)	126	328688	0
H7_BINOCUMOVOTH	Other disorders of binocular movement	Diseases of the eye and adnexa (H7_)	522	328688	1
H7_BINODISTOTH	Other disorders of binocular vision	Diseases of the eye and adnexa (H7_)	290	327640	2
H7_BLEPHAROCHALASIS	Blepharochalasis	Diseases of the eye and adnexa (H7_)	7408	314292	5
H7_BLINDANDVISIMPAIRMENT	Visual impairment including blindness (binocular or monocular)	Diseases of the eye and adnexa (H7_)	1640	327640	3
H7_BLINDMONOCULAR	Blindness, monocular	Diseases of the eye and adnexa (H7_)	191	327640	1
H7_BULLKERATOPATHY	Bullous keratopathy	Diseases of the eye and adnexa (H7_)	176	325475	2
H7_CATARACTOTHER	Other cataract	Diseases of the eye and adnexa (H7_)	15001	287330	17
H7_CATARACTSENILE	Senile cataract	Diseases of the eye and adnexa (H7_)	50961	287330	34
H7_CENTRRETARTOCC	Central retinal artery occlusion	Diseases of the eye and adnexa (H7_)	475	314042	0
H7_CHALAZION	Chalazion	Diseases of the eye and adnexa (H7_)	3012	314292	4
H7_CHORIORETINFLAM	Chorioretinal inflammation	Diseases of the eye and adnexa (H7_)	648	314042	1
H7_CHORNAS	Other specified and unspecified disorders of choroid	Diseases of the eye and adnexa (H7_)	85	314042	0
H7_CHOROIDOTH	Other disorders of choroid	Diseases of the eye and adnexa (H7_)	314	314042	1
H7_CHOROIDRETINA	Disorders of choroid and retina	Diseases of the eye and adnexa (H7_)	28457	314042	14
H7_CONJUHAEMOR	conjunctival haemorrhage	Diseases of the eye and adnexa (H7_)	1601	314307	1
H7_CONJUNAS	Other specified and unspecified disorders of conjunctiva	Diseases of the eye and adnexa (H7_)	182	314307	0
H7_CONJUNCTDEGDEPOT	conjunctival degenerations and deposits	Diseases of the eye and adnexa (H7_)	510	314307	0
H7_CONJUNCTIVITIS	Conjunctivitis	Diseases of the eye and adnexa (H7_)	25326	314307	12
H7_CONJUNCTIVITISACUNONATOPIC	Conjunctivitis (acute, non atopic)	Diseases of the eye and adnexa (H7_)	7827	314307	2
H7_CONJUNCTIVITISATOPIC	Atopic conjunctivitis	Diseases of the eye and adnexa (H7_)	1050	314307	1
H7_CONJUNCTIVITISCHRON	Chronic conjunctivitis	Diseases of the eye and adnexa (H7_)	691	314307	0
H7_CONJUVASC	Other conjunctival vascular disorders and cysts	Diseases of the eye and adnexa (H7_)	525	314307	0
H7_CONVERGINSUFF	Convergence insufficiency and excess	Diseases of the eye and adnexa (H7_)	304	328688	2
H7_CONVERSTRAB	Convergent concomitant strabismus	Diseases of the eye and adnexa (H7_)	1534	328688	0
H7_CORNEALDEFORM	Keratoconus	Diseases of the eye and adnexa (H7_)	544	325475	5
H7_CORNEALDYSTROPHY	Corneal degeneration	Diseases of the eye and adnexa (H7_)	251	325475	2
H7_CORNEALNAS	Other and unspecified corneal deformities and disorders	Diseases of the eye and adnexa (H7_)	735	325475	4
H7_CORNEALOEDEMA	Other corneal oedema	Diseases of the eye and adnexa (H7_)	135	325475	5
H7_CORNEALOTH	Other disorders of cornea	Diseases of the eye and adnexa (H7_)	2183	325475	14
H7_CORNEALSCAR	Corneal scars and opacities	Diseases of the eye and adnexa (H7_)	512	325475	0
H7_CORNEAPIGMENT	Corneal pigmentations and deposits	Diseases of the eye and adnexa (H7_)	95	325475	2
H7_CORNULCER	Corneal ulcer	Diseases of the eye and adnexa (H7_)	4759	325475	7
H7_COULOURVISDEF	Colour vision deficiencies	Diseases of the eye and adnexa (H7_)	102	327640	5
H7_DACRYOADENITIS	Dacryoadenitis	Diseases of the eye and adnexa (H7_)	176	314292	1
H7_DEGENMYOPIA	Degenerative myopia	Diseases of the eye and adnexa (H7_)	136	329013	0
H7_DIPLOPIA	Diplopia	Diseases of the eye and adnexa (H7_)	3248	327640	0
H7_DISORDERLENSNAS	Other specified and unspecified disorders of lens	Diseases of the eye and adnexa (H7_)	182	287330	1
H7_DIVERGSTRAB	Divergent concomitant strabismus	Diseases of the eye and adnexa (H7_)	2064	328688	3
H7_ECTROPION	Ectropion of eyelid	Diseases of the eye and adnexa (H7_)	915	314292	0
H7_ENTROPION	Entropion and trichiasis of eyelid	Diseases of the eye and adnexa (H7_)	2018	314292	6
H7_EPIPHORA	Epiphora	Diseases of the eye and adnexa (H7_)	477	314292	1
H7_EPISCLERITIS	Episcleritis	Diseases of the eye and adnexa (H7_)	1239	325475	1
H7_EXOPTHALMUS	Exophthalmic conditions	Diseases of the eye and adnexa (H7_)	250	314292	0
H7_EYEADNEXOTH	Other specified and unspecified disorders of eye and adnexa	Diseases of the eye and adnexa (H7_)	990	338998	0
H7_EYELIDDIS	Other disorders of eyelid	Diseases of the eye and adnexa (H7_)	12423	314292	7
H7_EYELIDFUNC	Other disorders affecting eyelid function	Diseases of the eye and adnexa (H7_)	155	314292	0
H7_EYELIDINFLAMMATION	Other inflammation of eyelid	Diseases of the eye and adnexa (H7_)	2819	314292	0
H7_EYELIDINOTH	Disorders of eyelid in diseases classified elsewhere	Diseases of the eye and adnexa (H7_)	791	314292	1
H7_EYELIDNAS	Other specified and unspecified  disorders of eyelid	Diseases of the eye and adnexa (H7_)	258	314292	1
H7_EYEOTH	Other disorders of eye and adnexa	Diseases of the eye and adnexa (H7_)	3501	338998	1
H7_GLAUCCLOSEPRIM	Primary angle-closure glaucoma	Diseases of the eye and adnexa (H7_)	1062	326434	0
H7_GLAUCNAS	Other and unspecified glaucoma	Diseases of the eye and adnexa (H7_)	1417	326434	1
H7_GLAUCOMA	Glaucoma	Diseases of the eye and adnexa (H7_)	16065	326434	57
H7_GLAUCOMAMEDICATION	Use of antiglaucoma preparations and miotics	Diseases of the eye and adnexa (H7_)	2043	326434	8
H7_GLAUCOMA_JOAG	Juvenile Open Angle Glaucoma	Diseases of the eye and adnexa (H7_)	131	342368	0
H7_GLAUCOMA_NTG	Normotensive glaucoma	Diseases of the eye and adnexa (H7_)	1756	326434	8
H7_GLAUCOMA_POAG	Primary open-angle glaucoma, strict	Diseases of the eye and adnexa (H7_)	6585	326434	40
H7_GLAUCOMA_XFG	Glaucoma, exfoliation	Diseases of the eye and adnexa (H7_)	2697	326434	13
H7_GLAUCSECINFLAM	Glaucoma secondary to eye inflammation	Diseases of the eye and adnexa (H7_)	173	326434	0
H7_GLAUCSECTRAUMA	Glaucoma secondary to eye trauma	Diseases of the eye and adnexa (H7_)	149	326434	0
H7_GLAUCSUSP	Glaucoma suspect	Diseases of the eye and adnexa (H7_)	9076	326434	24
H7_GLOBE	Disorders of globe	Diseases of the eye and adnexa (H7_)	569	329013	0
H7_GLOBEDEGENERATED	Degenerative conditions of globe	Diseases of the eye and adnexa (H7_)	131	329013	1
H7_HEREDRETINADYST	Hereditary retinal dystrophy	Diseases of the eye and adnexa (H7_)	340	314042	34
H7_HERPESKERATITIS	Herpesviral keratitis and keratoconjunctivitis	Diseases of the eye and adnexa (H7_)	1009	325475	0
H7_HETEROPHORIA	Heterophoria	Diseases of the eye and adnexa (H7_)	1961	328688	3
H7_HORDEOLUM	Hordeolum and other deep inflammation of eyelid	Diseases of the eye and adnexa (H7_)	1134	314292	0
H7_HYPERMETRO	Hypermetropia	Diseases of the eye and adnexa (H7_)	1488	328688	1
H7_INTERHETEROTRO	Intermittent heterotropia	Diseases of the eye and adnexa (H7_)	1448	328688	0
H7_INTERNUCOPHTHALMOPLEGIA	Internuclear ophthalmoplegia	Diseases of the eye and adnexa (H7_)	82	328688	0
H7_IRIDOACUTE	Acute and subacute iridocyclitis	Diseases of the eye and adnexa (H7_)	5405	325475	21
H7_IRIDOCHRONIC	Chronic iridocyclitis	Diseases of the eye and adnexa (H7_)	1202	325475	5
H7_IRIDOCYCLITIS	Iridocyclitis	Diseases of the eye and adnexa (H7_)	6349	325475	19
H7_IRIDOCYCLITISINOTH	Iridocyclitis in diseases classified elsewhere	Diseases of the eye and adnexa (H7_)	362	325475	2
H7_IRIDOCYC_ANTER	Anterior Iridocyclitis	Diseases of the eye and adnexa (H7_)	5722	336777	21
H7_IRIDONAS	Other and unspecified iridocyclitis	Diseases of the eye and adnexa (H7_)	891	325475	3
H7_KERATITIS	Keratitis	Diseases of the eye and adnexa (H7_)	10137	325475	11
H7_KERATITISINOTH	Keratitis and keratoconjunctivitis in other diseases classified elsewhere	Diseases of the eye and adnexa (H7_)	857	325475	0
H7_KERATITISOTH	Other keratitis	Diseases of the eye and adnexa (H7_)	2791	325475	1
H7_KERATOCONUS	Hereditary corneal dystrophies	Diseases of the eye and adnexa (H7_)	642	325475	19
H7_LACRIMALSYSTEM	Disorders of lacrimal system	Diseases of the eye and adnexa (H7_)	11417	314292	0
H7_LACRIMINFLAMACU	Inflammation of lacrimal passages (acute and unspecified)	Diseases of the eye and adnexa (H7_)	378	314292	1
H7_LACRIMINFLAMCHRON	Inflammation of lacrimal passages (chronic)	Diseases of the eye and adnexa (H7_)	375	314292	3
H7_LAGOPHTALMOS	Lagophthalmos	Diseases of the eye and adnexa (H7_)	241	314292	0
H7_LENSDISLOCATIO	Dislocation of lens	Diseases of the eye and adnexa (H7_)	364	287330	1
H7_LIDLACRIMALORBIT	Disorders of eyelid, lacrimal system and orbit	Diseases of the eye and adnexa (H7_)	28207	314292	0
H7_MACULADEGEN	Degeneration of macula and posterior pole	Diseases of the eye and adnexa (H7_)	12921	314042	14
H7_MILDVISIMPBINOC	Mild or no visual impairment, binocular	Diseases of the eye and adnexa (H7_)	106	327640	0
H7_MODVISIMPBINOC	Moderate visual impairment, binocular	Diseases of the eye and adnexa (H7_)	736	327640	3
H7_MODVISIMPMONOC	Moderate visual impairment, monocular	Diseases of the eye and adnexa (H7_)	89	327640	0
H7_MYOPIA	Myopia	Diseases of the eye and adnexa (H7_)	2993	328688	2
H7_NYSTAGMUS	Nystagmus and other irregular eye movements	Diseases of the eye and adnexa (H7_)	298	338998	1
H7_OCUMUSCLE	Disorders of ocular muscles, binocular movement, accommodation and refraction	Diseases of the eye and adnexa (H7_)	13811	328688	2
H7_OCUPAIN	Ocular pain	Diseases of the eye and adnexa (H7_)	1803	338998	1
H7_OPTATROPHY	Optic atrophy	Diseases of the eye and adnexa (H7_)	353	340155	0
H7_OPTICDISCOTH	Other disorders of optic disc	Diseases of the eye and adnexa (H7_)	245	340155	1
H7_OPTNERVE	Disorders of optic nerve and visual pathways	Diseases of the eye and adnexa (H7_)	2344	340155	1
H7_OPTNERVNAS	Disorders of optic nerve, not elsewhere classified	Diseases of the eye and adnexa (H7_)	430	340155	1
H7_OPTNEURITIS	Optic neuritis	Diseases of the eye and adnexa (H7_)	1072	340155	1
H7_OPTNEUROTH	Other disorders of optic [2nd] nerve and visual pathways	Diseases of the eye and adnexa (H7_)	1384	340155	0
H7_ORBIT	Disorders of orbit	Diseases of the eye and adnexa (H7_)	1052	314292	2
H7_ORBITINFLAMACU	Acute inflammation of orbit	Diseases of the eye and adnexa (H7_)	148	314292	0
H7_ORBITNAS	Other and unspecified disorders of orbit	Diseases of the eye and adnexa (H7_)	94	314292	0
H7_OTHENDOPHTHALMITIS	Other endophthalmitis	Diseases of the eye and adnexa (H7_)	121	329013	1
H7_OTHERCONJ	Other disorders of conjunctiva	Diseases of the eye and adnexa (H7_)	3436	314307	0
H7_OTHIRISCILIARY	Other disorders of iris and ciliary body	Diseases of the eye and adnexa (H7_)	572	325475	0
H7_OTHRETARTOCC	Other retinal artery occlusion	Diseases of the eye and adnexa (H7_)	505	314042	1
